,alt_names,birth_date,key,name,top_subjects,top_work,type1,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count1,ratings_count2,ratings_count3,ratings_count4,ratings_count5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count,version
2331,,,OL4435200A,George A. Plimpton,,The Education of Shakespeare,author,4,,,,,,,,,,,,,1796030500661362691
2332,,,OL9269980A,George Arthur Plimpton,,Rara Arithmetica,author,3,,,,,,,,,,,,,1796101229895483396
2333,,,OL12259428A,George (Editor) Plimpton,,The Paris Review,author,2,,,,,,,,,,,,,1795969741727203330
2334,,,OL12220282A,George A Plimpton,,The education of Chaucer,author,2,,,,,,,,,,,,,1795969192812347404
2335,,1855,OL5706981A,George Arthur Plimpton,Knowledge and learning/Incunabula/History/Geoffrey Chaucer (d. 1400)/England/Education,The education of Chaucer,author,2,,,,,,,,,,,,,1796049737739141131
2336,,,OL13647352A,George A. (George Arthur) Plimpton,,Education of Shakespeare,author,2,,,,,,,,,,,,,1795991466749722625
2337,,,OL12273625A,Peter Plimpton George and Ardery,,THE AMERICAN LITERARY ANTHOLOGY / 2 The second annual collection of the best from literary magazines,author,2,,,,,,,,,,,,,1795968496006332416
2338,,,OL12495103A,George A. [Shakespeare William] Plimpton,,The Education of Shakespeare,author,2,,,,,,,,,,,,,1795973588301381638
2339,,,OL2876787A,Amy Elisabeth Fuller,Modern Literature/Bio-bibliography/Authors/Television writers/Screenwriters/Poets/Motion picture authorship/Journalists/Dramatists/21st century,Contemporary authors new revision series,author,74,,,,,,,,,,,,,1796009186427928585
2340,,,OL2827949A,Scot Peacock,Modern Literature/Bio-bibliography/Authors/Poets/Journalists/Dramatists/Television writers/Screenwriters/Motion picture authorship/American Authors,Contemporary Authors,author,153,,,,,,,,,,,,,1796009117316284422
2341,,,OL2039062A,Suzanne Clauser,Authors/Yellow Springs (Ohio)/Television scripts/Fiction/Motion picture plays/about 1900-1910/Wyoming/United States/Sisters/History,A girl named Sooner,author,31,,,,,,,,,,,,,1795999414019424264
2342,ANTHONY STEPHEN KING,1934,OL529440A,Anthony Stephen King,"Great Britain/Politics and government/Great Britain/Constitutional law/Constitutional history/Prime ministers/Political parties/Great Britain. Parliament. House of Commons/United States/Addresses, essays, lectures",The British Prime Minister,author,24,0.0,2.047372,0,0,0,0,0,0,1,0,0,1,1809985782734127104
2343,"Stephen king/Stephen KING/King, Stephen Schriftsteller/Stephen, King/Richard Bachman ( LI CHA BA HE MAN ) . Stephen King ( SI DI FEN/STEPHEN KING/Stiven King/King Stephen/King, Stephen (1947- )/stephen king/King-Stephen/stephen-king/KING Stephen -/King, Stephen/stephen [writing as richard bachman] king/Stiven King (pod psevdonimom Richard Bakhman)/King Stiven./King Stiven/KING STEPHEN/Bachman, Richard (King, Stephen)/Stephen King,Stephen King/Stephen King,Richard Bachman,Stephen King/king stephen/King, Stephen; Bachman, Richard/Stephen Edwin King/King, Stephen, 1947-/King Stephen November 29, 2020/KING,STEPHEN/Стівен Кінг. Стивен Кинг. Stephen Edwin King/Richard Bachman; Stephen King/Stephen King:/Richard Bachman (Stephen King)/King. Stephen./Richard Bachman/كينغ، ستيفن،/King S./Stephen King ( Quote )/S King/Bachman, Richard/Bachman, Richard./Bachman Richard/King S/Srephen King/Jin/King.S./S.King/Sthephen KING/Beryl Evans/King, Stephen./Ke qing xin","September 21, 1947",OL19981A,Stephen King,"Fiction/Fiction, horror/Maine/Horror tales/horror/American Horror tales/fiction/Protected DAISY/Large type books/Horror fiction",Carrie,author,576,4.029636,4.0007887,3678,112,154,683,1293,1436,35507,6213,1968,43688,1812229551167635456
2344,"King-Hall, Stephen Sir./Stephen King-Hall/Stephen.* King-Hall/King-Hall, Stephen, Sir, 1893-/Stephen King- Hall/King-Hall, Stephen Sir",21 January 1893,OL117505A,Sir Stephen King-Hall,"Great Britain/Foreign relations/World politics/World War, 1914-1918/Juvenile literature/20th century/Modern History/History/Description and travel/1945-","Our own times, 1913-1934: a political and economic survey",author,126,0.0,2.047372,0,0,0,0,0,0,4,0,1,5,1809986147882893312
2345,,?,OL7829287A,Stephen King,"Business and economics/Fiction/FICTION / General/Competition/Catalogs/Canadian Art/Buildings, structures/Art, catalogs/Art, canadian/Art",Principles of Macroeconomics,author,16,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807554291999703040
2346,Stephen King/Stephen Daryl King,1963,OL7420209A,Stephen D. King,"Geographic information systems/Coastal zone management/Wirtschaftsentwicklung/Western countries/Wealth/United states, politics and government, 21st century/United states, economic policy/United states, economic conditions, 21st century/United states, economic conditions/Stagnation (economics)",When the money runs out,author,17,,,,,,,,,,,,,1796074833568595972
2347,,,OL7829295A,Stephen King,"Fiction, horror/Fiction, anthologies (multiple authors)/Economics",Chiral Mad 5,author,14,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807661287885242368
2348,,,OL7623295A,Stephen King-Hall,,The Diary of a U-Boat Commander,author,31,,,,,,,,,,,,,1796076637001875468
2349,Stephen Harris Morley King,1931,OL2031776A,Stephen King,New products/Brand name products/Marketing research/Marketing/Management/Branding (Marketing)/Advertising,Developing new brands,author,7,0.0,2.047372,0,0,0,0,0,0,2,0,0,2,1807888897500250112
2350,,1962,OL369754A,Stephen King,Australia/Public utilities/Privatization/Organizational effectiveness/Infrastructure (Economics)/Industrial management/Government policy/Government business enterprises/Corporations/Corporate profits,How big business performs,author,4,,,,,,,,,,,,,1796021408248102919
2351,,,OL7829294A,Stephen King,,Pet Sematary,author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1809433902762164224
2352,,?,OL7829290A,Stephen King,,Display screen equipment: a user's guide,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888615582203904
2353,,,OL9120270A,Stephen King,,How many nations?: a study of regional differences in spending,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807888592318496768
2354,,,OL14074018A,Stephen King,,Of Gods and Grasshoppers,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834511741812736
2355,,?,OL7829293A,Stephen King,Thirsk Grammar and Modern School,Ten years all in: the story of a comprehensive school.,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1808441855459721216
2356,,,OL7829296A,Stephen King,Social sciences,Living in society,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807454864577396737
2357,,?,OL14028893A,Stephen King,,Finance on a Beermat,author,1,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807193139099729920
2358,,,OL11448100A,STEPHEN KING-HALL,,OUR OWN TIMES 1913 - 1934 VOLUME II,author,2,,,,,,,,,,,,,1795957078017179648
2359,,,OL11169076A,Stephen King Italia,,Quando a Derry Fa Buio,author,2,,,,,,,,,,,,,1795952800718389250
2360,,,OL13288217A,Joshua Stephen King,,Line by line,author,2,,,,,,,,,,,,,1795984246264823814
2361,,,OL13010803A,D. Stephen King,Social sciences/Psychology,Posttraumatic Abortion-Related Stress in Psychiatric Outpatients,author,2,,,,,,,,,,,,,1795981025750286347
2362,,,OL11573963A,Anthony Stephen King,,British politics,author,2,,,,,,,,,,,,,1795958584111005713
2363,,,OL5427061A,Nigel Stephen King,,Mild head injury and predicting the development of persistent post concussion symptoms and the investigation of a brief neuropsychological screening battery,author,2,,,,,,,,,,,,,1796045054007050243
2364,,,OL3512484A,Rev. Stephen King,Study and teaching/Religious education/Pastoral psychology/Pastoral Care/History/Education/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the Process,author,2,,,,,,,,,,,,,1796019906981920778
2365,,,OL14640895A,Stephen King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811691502662844418
2366,,,OL10319729A,Stephen Stephen King-Hall,,Diary of a U-Boat Commander,author,2,,,,,,,,,,,,,1795938171500888070
2367,,,OL9909717A,Scott Snyder Stephen King,,Amerikan Vampiri - Cilt 1,author,2,,,,,,,,,,,,,1796108795641856002
2368,,,OL13677830A,Ulysses  Stephen King Jr.,,,author,0,,,,,,,,,,,,,1799153546378084352
2369,,,OL14375578A,Sir Stephen King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1810794170994917376
2370,Stefan Lazarević Prince of Serbia/Stephen King of Serbia/Stefan Lazarević Despot of Serbia,ca. 1373,OL1576676A,Stefan Lazarević Prince of Serbia,Serbia/History/To 1456/Stephen King of Serbia (ca. 1370-1427)/Stefan Lazarević Prince of Serbia (ca. 1373-1427)/Sources/Mining law/Mines and mineral resources/Kings and rulers/Biography,Zakon o rudnicima despota Stefana Lazarevića,author,8,,,,,,,,,,,,,1795993265017716736
2371,,,OL11474524A,Commander Sir Stephen King-Hall,,Defence in the Nuclear Age,author,2,,,,,,,,,,,,,1795956834726576132
2372,,,OL12234420A,Stephen King-Hall Ian Hay,,The Middle Watch; A Romance of the Navy,author,2,,,,,,,,,,,,,1795967942398050304
2373,,,OL14520886A,the outsiders by stephen king,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811239420290924546
2374,,,OL11414296A,R. K.; Stephen King-Hall Ullmann,,GERMAN PARLIAMENTS. A Study of the Development of Representative Institutions in Germany.,author,2,,,,,,,,,,,,,1795955445732474892
2375,,,OL2846578A,Stephen B. King,Training of/Employees/Évaluation/Training/Rendement au travail/Personnel/Performance standards/Organizational Behavior/Normes/Management Science,Human Performance Improvement,author,25,,,,,,,,,,,,,1796008900893343750
2376,,,OL3118826A,Stephen M. King,Ultrastructure/Cytology/Cilia and ciliary motion/Cilia/Cell Movement/Trilharen/Science/SCIENCE/Public administration/Proteins,Dyneins,author,35,,,,,,,,,,,,,1796014844172828683
2377,,,OL232235A,Stephen Michael King,"Children's fiction/Child and youth fiction/Juvenile fiction/Fiction/Dogs, fiction/Picture books for children/Dogs/Fathers and sons/Swine/Self-confidence, fiction",The pocket dogs,author,155,,,,,,,,,,,,,1796003121733828608
2378,,,OL3383126A,Stephen R. King,"Unassigned Title/Problems, exercises/Macroeconomics",Hall and Taylor's Macroeconomics,author,19,,,,,,,,,,,,,1796016213966454799
2379,,,OL2722188A,Stephen Graham King,Patients/Cancer/Biography,Chasing Cold,author,16,,,,,,,,,,,,,1796007329594867719
2380,,,OL3249813A,Stephen J. King,"Islam and politics/Democracy/Authoritarianism/Africa, north, politics and government/Wirtschaftsreform/Structural adjustment (economic policy)/Structural adjustment (Economic policy)/Politics and government/Political science/Political culture",Lure of Authoritarianism,author,16,,,,,,,,,,,,,1796014289030479885
2381,,,OL8376154A,Sir William Stephen Richard King-Hall,,Diary of a U-Boat Commander Illustrated,author,17,,,,,,,,,,,,,1796088517036605444
2382,,,OL3084360A,Stephen A. King,"Reggae music/Rastafari movement/Musical criticism/Music, social aspects/Music, jamaican/Music, history and criticism/Blues (music)",Terror and Truth,author,12,,,,,,,,,,,,,1796011296710197255
2383,"Hastings-King, Stephen William/Hastings-King, Stephen (Stephen William)/Hastings-King, Stephen",,OL8073326A,Stephen Hastings-King,Social conditions/Régie nationale des usines Renault/Politics and government/Philosophy/Nature/Industrial sociology/History and criticism/History/Gardening/Employees,Looking for the Proletariat,author,6,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807044104064860160
2384,,,OL2966645A,Stephen P. King,TECHNOLOGY & ENGINEERING/Systems engineering/Structural health monitoring/Reference/Engineering (General),PTSD : Cleaning and Clearing Shock & Trauma,author,8,,,,,,,,,,,,,1796012206769307653
2385,,1963,OL6774970A,Stephen D. King,"Economic policy/Western countries/Economic conditions/Developing countries/21st century/United states, economic conditions/Stabilité économique/Social policy/Politique économique/Political science",Economic Rationalism: Dead End or Way Forward?,author,8,,,,,,,,,,,,,1796064716991234049
2386,,,OL1958536A,Stephen W. King,Vplivi/Social interaction/Social influence/Social aspects of Communication/Social aspects/Power (Social sciences)/Komuniciranje/Influence (Psychology)/Družbe/Communication,Communication and social influence,author,6,,,,,,,,,,,,,1795998333617045512
2387,,,OL9242859A,Stephen B King,,"Glimpse, The Tender Killer",author,6,,,,,,,,,,,,,1796101056006979586
2388,,,OL9331765A,Stephen H King,,Trial of Ice (Elf Queen of Kiirajanna),author,6,,,,,,,,,,,,,1796100706324709376
2389,,,OL3126443A,Stephen H. King,Fiction/Biographical fiction/Air pilots,Trial of Fire,author,6,,,,,,,,,,,,,1796014416785833993
2390,,,OL1497092A,Stephen Lynn King,"History/Soldiers/Kentucky/Genealogy/Confederate States of America/Civil War, 1861-1865/Warren County (Ky.)/Warren County/United States Civil War, 1861-1865/United States","Rich Pond Methodist Episcopal Church, South",author,6,,,,,,,,,,,,,1795991982358659077
2391,,,OL4299205A,Stephen G. King,Training/Physiological aspects of Jumping/Physiological aspects/Mechanical properties/Jumping/Human mechanics/Dogs/Clicker training (Animal training)/Arm,The contribution of arm swing to vertical jumping height,author,5,,,,,,,,,,,,,1796028593556422658
2392,,,OL9900114A,Stephen D. King,,We Need to Talk about Inflation,author,5,,,,,,,,,,,,,1796108575299338242
2393,,975?,OL8966982A,Stephen I King of Hungary,Stephen I King of Hungary (975?-1038)/Sources/Hungary/Law/History/Emeric Saint (1007-1031)/11th century,Esortazioni al figlio ; Leggi e decreti,author,6,,,,,,,,,,,,,1796095260137357318
2394,,,OL9474464A,Stephen W King,,Communication and social influence (Addison-Wesley series in human communication),author,4,,,,,,,,,,,,,1796102428760735756
2395,,1964,OL7010917A,Stephen A. King,"Social aspects/History and criticism/History/Reggae music/Rastafari movement/Music, social aspects/Music, jamaican/Music, history and criticism/Music, american/Music and tourism","Reggae, Rastafari, and the rhetoric of social control",author,4,,,,,,,,,,,,,1796070664245870593
2396,,,OL3435532A,Stephen S. King,,From Cotton Fields to Coal Fields,author,4,,,,,,,,,,,,,1796017386621501454
2397,,,OL10589878A,Stephen E. King,,Dark Passenger,author,3,,,,,,,,,,,,,1795943589673435138
2398,,,OL8026120A,Stephen L. King,Locomotives/Headlights,Locomotive gyrating warning lights,author,3,,,,,,,,,,,,,1796083624966094857
2399,,,OL5223944A,Stephen Peter King,,Vibration analysis of gas turbines by intelligent knowledge base systems,author,2,,,,,,,,,,,,,1796042372455333893
2400,,1961,OL6626442A,Stephen J. King,"Social conditions/Politics and government/Political science/Political culture/Middle east, social conditions/Middle east, politics and government/Democratization/Authoritarianism/Africa, north, social conditions/Africa, north, politics and government",The new authoritarianism in the Middle East and North Africa,author,2,,,,,,,,,,,,,1796062118343081987
2401,,,OL3730478A,Stephen L King,Locomotives/Headlights,Locomotive gyrating warning lights,author,2,,,,,,,,,,,,,1796020483611688977
2402,,,OL12772755A,"KING,STEPHEN MICHAEL",,"La Tour Sombre, Tome 1 : Le Pistolero",author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807265016791957504
2403,,,OL12248990A,"King, Francis X. & Skinner, Stephen",,NOSTRADAMUS,author,3,,,,,,,,,,,,,1799152331641585666
2404,Stephen Mickael King,,OL3135569A,King Stephen Mickael,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834544086188034
2405,,,OL6463366A,Stephen D. W. King,Study and teaching/Pastoral psychology/History/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the process,author,2,,,,,,,,,,,,,1796060551155023874
2406,,,OL6575816A,Stephen M. King PhD,Public interest/Public administration,"Administration in the public interest: principles, policies and practices",author,2,,,,,,,,,,,,,1796061226716889093
2407,,,OL9341801A,Mr Stephen B King,,The Vigilante Taxi,author,2,,,,,,,,,,,,,1796102535033913347
2408,,,OL2711485A,Stephen Skinner Francis King,Magic,Techniques of High Magic,author,2,,,,,,,,,,,,,1799151991003283456
2409,,,OL3087845A,STEPHEN SKINNER FRANCIS KING,,TECHNIQUES OF HIGH MAGIC,author,2,,,,,,,,,,,,,1799152064979271681
2410,,,OL12774744A,Stephen Michael King Victor Kelleher,,Goblin in the City,author,2,,,,,,,,,,,,,1795977082758496271
2411,,,OL5515371A,king of Serbia Stephen II,"Saint, monk Simeon (1114-1200)",Žitije i žizan Svetog Simeona,author,2,,,,,,,,,,,,,1796045741423067137
2412,,,OL3473900A,Stephen Rhys And King Palmer,,The A B C Of Church Music,author,2,,,,,,,,,,,,,1796019461455609858
2413,,,OL12258152A,"King, Francis X., Skinner, Stephen",,Nostradamus,author,2,,,,,,,,,,,,,1799152505449349120
2414,,,OL13557148A,King Of Hungary. ) Stephen I (St,,"Vita Sanctorum Stephani Regis et Emerici Ducis, Recens. , Disquisitionesque Criticas Adiecit M. Florianus (hist. Hung. Fontes Domestici : . ), Part 1",author,2,,,,,,,,,,,,,1795988033255768072
2415,,,OL12256153A,"King-Hall, Stephen, and Ullmann, Richard K.",,German Parliaments a Study of the Development of Representative Institutions in Germany,author,2,,,,,,,,,,,,,1795968729962512393
2416,,,OL13858659A,Stephen 1893 King-Hall,,,author,0,,,,,,,,,,,,,1804515168569262080
2417,,,OL14617196A,Francis King Francis King and Stephen Skinner,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811596109202587648
2418,,,OL12261821A,"Quigley, Stephen P., McAnally, Patricia L., Rose, Susan, King, Cynthia M.",,Reading Milestones Level 3 Yellow Book 4,author,2,,,,,,,,,,,,,1795970224153952257
2419,,,OL14557948A,King-Hall William Stephen Richard,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811373725980819458
2420,,,OL14630420A,William Stephen Richard King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811649128161083392
2421,,,OL14505825A,Sir William Stephen Richard King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811185126422347776
2422,,,OL12211912A,"Teri Belf & Joan King, Stephen Covey, Bonita Brown, Camille Primm, Robert Fioretti, Karyn Nishimura Sneath, Kenneth Blanchard, Tim Mann, James Carter,",,Discover Your Inner Strength,author,2,,,,,,,,,,,,,1795969192334196749
2423,,,OL3673578A,"Stephen (George H. Scithers, editor) (Chet Williamson; R. Bretnor; Fred Chappell; Patricia Anthony; Ian Watson; Kij Johnson; Ian MacLeod; Peg Kerr; Mark Noe; Darrell Schweitzer; Jason van Hollander) King",,,author,0,,,,,,,,,,,,,1796020153317589002
2424,"Charles P. Baudelaire/Charles Pierre Baudelaire/Charles-Pierre Baudelaire/Charles BAUDELAIRE/Baudelaire Charles/Baudelaire/Charles/Baudelaire, Charles, 1821-1867/CHARLES BAUDELAIRE/Baudelaire/Char Baudelaire/Baudelaire, Charles,1821-1867/Baudelaire                   C/BAUDELAIRE/BAUDELAIRE-C/charles baudelaire/C. Baudelaire/charles-baudelaire/BAUDELAIRE CHARLES/Charles.- BAUDELAIRE/BAUDELAIRE Charles/Baudelaire Ceus/C Baudelaire/Charles, Baudelaire,/Charles ""Baudelaire ""/Baudelarie/BAUDELAIRE,CHARLES/Charles 1821-1867 Baudelaire/Charles Baudelaire (Francia)/Charles Charles Baudelaire/BAUDELAIRE Charles./Baudelaire-C",9 April 1821,OL117429A,Charles Baudelaire,Charles Baudelaire (1821-1867)/Translations into English/19th century/Art/Poetry (poetic works by one author)/Art criticism/France/Correspondence/Poetry/History,Les fleurs du mal,author,2313,,,,,,,,,,,,,1795960133627412487
2425,,,OL10751287A,Charles Baudelaire,"Poetry (poetic works by one author)/Pets/Literature, collections",Fleurs du Mal,author,635,,,,,,,,,,,,,1795945258703388672
2426,,,OL13961625A,Charles. Baudelaire,,,author,0,,,,,,,,,,,,,1805606376451342337
2427,,,OL14542838A,Charles Charles Baudelaire,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811317114785497088
2428,,,OL14512635A,Charles Baudelaire Charles Baudelaire and Félix-François Gautier,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811208147544571905
2429,,,OL9877179A,Tozan Alkan Charles Baudelaire,,Fanfarlo,author,2,,,,,,,,,,,,,1796108158767202309
2430,,,OL9938323A,Erdogan Alkan Charles Baudelaire,,Kotuluk Cicekleri,author,2,,,,,,,,,,,,,1796109060763811851
2431,,,OL12210820A,Charles Baudelaire Edgar Allan Poe,,"Les meilleures histoires extraordinaires, grotesques et sérieuses (Évasion)",author,2,,,,,,,,,,,,,1795968933458608129
2432,,,OL12805038A,"Robert Poe, Edgar Allan Poe, Charles Baudelaire",,Retour à la maison Usher,author,2,,,,,,,,,,,,,1795979847820902402
2433,,,OL12284508A,Edgar Allan Poe traduction de Charles Baudelaire,,LA LETTRE VOLEE,author,2,,,,,,,,,,,,,1795969035024728078
2434,,,OL13644547A,Charles 1821-1867 Baudelaire,,Théophile Gautier,author,4,,,,,,,,,,,,,1795990781802053637
2435,,,OL14506212A,Baudelaire Charles,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811186352411115520
2436,,,OL11442251A,"Baudelaire, Charles) Turnell, Martin",,Baudelaire. A Study of His Poetry,author,2,,,,,,,,,,,,,1795955519591022599
2437,,,OL11427843A,"George, Stefan, Baudelaire, Charles",,Baudelaire. Die Blumen des Bösen,author,2,,,,,,,,,,,,,1795956749389266957
2438,,,OL11488858A,"Baudelaire, Charles Mayne, Jonathan,",,"Art in Paris, 1845-1862",author,2,,,,,,,,,,,,,1795957922811871240
2439,,,OL11448701A,"Baudelaire, Charles; Quennell, Peter ed.",,"The Essence of Laughter & Other Essays, Journels & Letters",author,2,,,,,,,,,,,,,1795957319633207300
2440,,,OL10827467A,"Baudelaire, Charles, Jonathan Mayne Ed.",,Art in Paris 1845-1862 - Salons and Other Exhibitions,author,2,,,,,,,,,,,,,1795948547257925642
2441,,,OL10943380A,Charles Pierre Baudelaire,,,author,0,,,,,,,,,,,,,1795948074611245057
2442,,,OL10827327A,"Baudelaire, Charles) Mayne, Jonathan trans/ed",,BAUDELAIRE - the Painter of Modern Life and Other Essays,author,2,,,,,,,,,,,,,1795948547241148432
2443,,,OL12803117A,Charles. (tr. Norman R. Shapiro) BAUDELAIRE,,"Selected Poems from ""Les Fleurs Du Mal""",author,2,,,,,,,,,,,,,1795979371942510599
2444,,,OL12299376A,"Baudelaire, Charles (1821-1867). Cain, Julien (1887-1974) [ed]",,Curiosités esthétiques et autres écrits sur l'art / [par] Charles Baudelaire. Présentation par Julien Cain,author,3,,,,,,,,,,,,,1795970205576331272
2445,,,OL12986400A,"Baudelaire, Charles (1821-1867). Lemaître, Henri (1894-)",,"Petits poèmes en prose (Le spleen de Paris)/Charles Baudelaire ; [introduction, notes, bibliographie, et choix de variantes par Henri Lemaitre]",author,2,,,,,,,,,,,,,1795981653368111114
2446,,,OL12495966A,Charles ; Marthiel and Jackson Mathews (editors) Baudelaire,,The Flowers Of Evil.,author,2,,,,,,,,,,,,,1795973588384219143
2447,,,OL11414479A,"Baudelaire, Charles ; Dillon, George ; Millay, Edna St. Vincent",,Les Fleurs Du Mal - Flowers of Evil,author,2,,,,,,,,,,,,,1795955445751349258
2448,,,OL12257810A,"Baudelaire, Charles (1821-1867). Ruff, Marcel A. (1896-1993)",,Petits poemes en prose,author,2,,,,,,,,,,,,,1795969245138386950
2449,,,OL13249446A,"Baudelaire, Charles;  Lois & Francis Hyslop, Jr. (translators and editors) on Edgar Allan Poe",,Baudelaire on Poe,author,2,,,,,,,,,,,,,1795983742409375746
2450,,,OL12257672A,"Fowlie, Wallace ( Editor ) ; Voltaire - Balzac, Honore De  - Flaubert, Gustave - Baudelaire, Charles - De Maupassant, Guy - Claudel, Paul  - Gide, And",,French Stories ; Contes Francais - a Bantam Dual Language Book - Micromegas - Atheist's Mass - spleen of Paris - Minuet - Death of Judas - Return of the Prodigal Son - Grand Lebrun - Guest,author,2,,,,,,,,,,,,,1795969245125804043
2451,,"July 3, 1886",OL118289A,Francis Carco,Authors/France/Correspondence/Social life and customs/Paul Verlaine (1844-1896)/Paris (France)/Fiction/Biography/20th century/Francis Carco (1886-1958),Jésus-la-Caille,author,352,,,,,,,,,,,,,1795963557170380812
2452,,,OL4329340A,Francis Carco,,"Veillées du Lapin Agile; PréF. de Francis Carco; Textes de G. Apollinaire, [et Al. ]",author,19,,,,,,,,,,,,,1796028182557622285
2453,,,OL11552642A,Francis CARCO,,L'homme traqué.,author,7,,,,,,,,,,,,,1795957782594191361
2454,,,OL11437904A,FRANCIS CARCO,,Paul bourget,author,2,,,,,,,,,,,,,1795956800863862786
2455,,,OL4329345A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670850
2456,,,OL4329349A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670854
2457,,,OL4329352A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670856
2458,,,OL4329356A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670860
2459,,,OL12303368A,Carco Francis,,L'Equipe,author,4,,,,,,,,,,,,,1795971193204899843
2460,,,OL12786594A,"CARCO,FRANCIS",,La belle epoque au temps de bruant,author,2,,,,,,,,,,,,,1795977803157471239
2461,,,OL12508497A,CARCO Francis -,,Le roman de François Villon.,author,2,,,,,,,,,,,,,1795974609009377281
2462,"Robinson, Henry Crabb, 1775-1867",1775,OL17001A,Henry Crabb Robinson,"Authors/Intellectual life/Correspondence/Great Britain/Biography/Henry Crabb Robinson (1775-1867)/English Authors/19th century/Correspondence, reminiscences/William Blake (1757-1827)","Diary, reminiscences, and correspondence of Henry Crabb Robinson ..",author,94,,,,,,,,,,,,,1795996133391073285
2463,,,OL7549481A,Henry Crabb Robinson,"Romanticism in art/Robinson, henry crabb, 1775-1867/Painters/Criticism and interpretation/Biography/Authors, english/Authors, biography/Art, european","Diary, Reminiscences and Correspondence",author,40,,,,,,,,,,,,,1796077996516311041
2464,,,OL12504659A,Henry Crabb Robinson,,"Henry Crabb Robinson on Books and Their Writers (Volumes 1, 2, and 3)",author,2,,,,,,,,,,,,,1804152278109650944
2465,,,OL12779421A,"Robinson, Henry Crabb",,"HENRY CRABB ROBINSON ON BOOKS AND THEIR WRITERS, EDITED BY EDITH J. MORLEY . (Volume One Only) (An Unread Copy Without the Dustjacket)",author,2,,,,,,,,,,,,,1804152322130968576
2466,,,OL12520048A,"Robinson, Henry Crabb",,"Blake, Coleridge, Wordsworth, Lamb, etc., being selections from the Remains of Henry Crabb Robinson",author,1,,,,,,,,,,,,,1804152239846064128
2467,Jeanne M. Nagle,,OL238275A,Jeanne Nagle,"Juvenile literature/Biography/Authors, juvenile literature/Authors/United States/Vocational guidance/Sustainable living/Literature, history and criticism, juvenile literature/Literature, history and criticism/History and criticism",Living Green,author,520,,,,,,,,,,,,,1796005829392990208
2468,,,OL10524451A,Jeanne M. Nagle,"Wildlife conservation, juvenile literature/Wildlife conservation/Forest ecology, juvenile literature/Forest ecology/Endangered species, juvenile literature/Endangered species",Careers in Television,author,7,,,,,,,,,,,,,1795943270990217220
2469,,,OL2855092A,Sarah Halliwell,Juvenile literature/Biography/Authors/Artists/Composers/Modern Arts/Romanticism in art/Romanticism/19th century/Working class in art,The 18th Century,author,39,,,,,,,,,,,,,1796008681508175876
2470,W. Somerset Maugham/Somerset W. Maugham/W Somerset Maugham/W. Somerset MAUGHAM/William S. Maugham/William Maugham/W. Maugham/Maugham W. Somerset/Maugham William Somerset/Maugham. Somerset. W./Somerset Maugham W./William Somerset Aut Maugham/W. Somerset. Maugham/Сомерсет Моэм,25 January 1874,OL33585A,William Somerset Maugham,"Fiction/British and irish fiction (fictional works by one author)/British/Foreign countries/W. Somerset Maugham (1874-1965)/Short stories/20th century/Fiction, short stories (single author)/History and criticism/Fiction, general",Of Human Bondage,author,1108,3.9726028,3.710436,73,1,7,12,26,27,730,92,51,873,1812439885870530561
2471,William Somerset Maugham,25 January 1874,OL3941808A,Somerset Moem,,Ot pervogo litsa,author,5,,,,,,,,,,,,,1805175812965531649
2472,,,OL13644935A,W. Somerset (William Somerse Maugham,,,author,0,,,,,,,,,,,,,1795991015771865088
